Code,Name,TIB Core,German Description,English Description
5.3,"Sozial-, Kultur- und Völkerpsychologie",False,"Sozial-, Kultur- und Völkerpsychologie ist ein interdisziplinäres Fach, das sich mit dem Einfluss sozialer und kultureller Faktoren auf das menschliche Verhalten, Denken und Fühlen beschäftigt. Es untersucht, wie Individuen in sozialen Gruppen interagieren, wie kulturelle Normen und Werte die Psyche prägen und wie sich psychologische Prozesse zwischen verschiedenen ethnischen und nationalen Gruppen unterscheiden. Diese Disziplin verbindet Erkenntnisse aus Psychologie, Soziologie, Anthropologie und Ethnologie, um ein umfassendes Verständnis menschlicher Verhaltensweisen in unterschiedlichen gesellschaftlichen und kulturellen Kontexten zu entwickeln.","Social, Cultural, and Cross-Cultural Psychology is an interdisciplinary field that explores the influence of social and cultural factors on human behavior, thinking, and emotions. It examines how individuals interact within social groups, how cultural norms and values shape the psyche, and how psychological processes differ across various ethnic and national groups. This discipline integrates insights from psychology, sociology, anthropology, and ethnology to develop a comprehensive understanding of human behavior in diverse societal and cultural contexts."
5.4,Tiefenpsychologie,False,"Tiefenpsychologie ist ein Bereich der Psychologie, der sich mit unbewussten Prozessen und inneren Konflikten beschäftigt, die das menschliche Verhalten und Erleben beeinflussen. Sie umfasst verschiedene Theorien und Ansätze, wie z.B. die Psychoanalyse nach Sigmund Freud, die Analytische Psychologie nach C.G. Jung und die Individualpsychologie nach Alfred Adler. Ziel der Tiefenpsychologie ist es, verdrängte oder unbewusste Inhalte ins Bewusstsein zu bringen, um psychische Probleme zu verstehen und zu behandeln.","Depth psychology is a branch of psychology that focuses on unconscious processes and internal conflicts that influence human behavior and experience. It encompasses various theories and approaches, such as Sigmund Freud's psychoanalysis, C.G. Jung's analytical psychology, and Alfred Adler's individual psychology. The goal of depth psychology is to bring repressed or unconscious material into awareness in order to understand and address psychological issues."
5.5,"Angewandte Psychologie, Psychohygiene",False,"'Angewandte Psychologie, Psychohygiene' ist ein Fachgebiet, das sich mit der praktischen Anwendung psychologischer Erkenntnisse in verschiedenen Lebensbereichen beschäftigt. Es umfasst Methoden zur Förderung der mentalen Gesundheit, der Stressbewältigung und der Prävention psychischer Erkrankungen. Psychohygiene bezieht sich dabei auf Maßnahmen zur Erhaltung und Stärkung der psychischen Widerstandsfähigkeit und des emotionalen Wohlbefindens.","'Applied Psychology, Mental Hygiene' is a field that focuses on the practical application of psychological insights in various areas of life. It includes methods for promoting mental health, stress management, and the prevention of psychological disorders. Mental hygiene refers to measures aimed at maintaining and strengthening psychological resilience and emotional well-being."
5.6,Parapsychologie,False,"Parapsychologie ist ein wissenschaftliches Forschungsgebiet, das psychische Phänomene untersucht, die sich mit herkömmlichen naturwissenschaftlichen Methoden nicht erklären lassen. Dazu gehören Themen wie Telepathie, Hellsehen, Präkognition, Psychokinese und Nahtoderfahrungen. Die Parapsychologie versucht, diese Phänomene empirisch zu erforschen und ihre Existenz sowie mögliche Erklärungen zu überprüfen.","Parapsychology is a scientific field of study that investigates psychic phenomena which cannot be explained by conventional scientific methods. This includes topics such as telepathy, clairvoyance, precognition, psychokinesis, and near-death experiences. Parapsychology aims to empirically study these phenomena and examine their validity as well as potential explanations."
5.7,Esoterik,False,"Esoterik beschäftigt sich mit verborgenem Wissen, spirituellen Praktiken und Lehren, die oft außerhalb der etablierten Religionen oder Wissenschaften stehen. Sie umfasst Themen wie Astrologie, Alchemie, Mystik, Magie und alternative Heilmethoden. Esoterik zielt darauf ab, tieferes Verständnis und Verbindung zu spirituellen oder universellen Wahrheiten herzustellen.","Esotericism deals with hidden knowledge, spiritual practices, and teachings that often exist outside established religions or sciences. It encompasses topics such as astrology, alchemy, mysticism, magic, and alternative healing methods. Esotericism aims to foster a deeper understanding and connection to spiritual or universal truths."
6.1a,"Kultur, Künste allgemein",False,"""Kultur, Künste allgemein"" ist ein breit gefächertes Fachgebiet, das sich mit den verschiedenen Ausdrucksformen menschlicher Kreativität und kultureller Praxis beschäftigt. Es umfasst die Erforschung von Kunst, Literatur, Musik, Theater, Film und anderen kulturellen Phänomenen. Das Fach untersucht die historische Entwicklung, gesellschaftliche Bedeutung und theoretische Analyse kultureller und künstlerischer Werke sowie deren Einfluss auf Individuen und Gemeinschaften.","""Culture, Arts in General"" is a broad field of study that explores the diverse expressions of human creativity and cultural practices. It encompasses the examination of art, literature, music, theater, film, and other cultural phenomena. The subject investigates the historical development, societal significance, and theoretical analysis of cultural and artistic works, as well as their impact on individuals and communities."
6.1b,Geistes- und Kulturgeschichte,False,"""Geistes- und Kulturgeschichte"" ist ein interdisziplinäres Fach, das sich mit der Entwicklung von Ideen, Werten, Weltanschauungen und kulturellen Praktiken im historischen Kontext beschäftigt. Es verbindet Ansätze aus der Philosophie, Literaturwissenschaft, Kunstgeschichte, Soziologie und anderen Geisteswissenschaften, um die Wechselwirkungen zwischen menschlichem Denken und kulturellen Ausdrucksformen zu erforschen. Der Fokus liegt oft auf Schlüsselperioden, bedeutenden Denkern und kulturellen Bewegungen, die das gesellschaftliche und geistige Leben geprägt haben.","""Intellectual and Cultural History"" is an interdisciplinary field that examines the development of ideas, values, worldviews, and cultural practices within their historical contexts. It integrates approaches from philosophy, literary studies, art history, sociology, and other humanities disciplines to explore the interplay between human thought and cultural expressions. The focus is often on key periods, influential thinkers, and cultural movements that have shaped societal and intellectual life."
6.2a,Bildungswesen (Allgemeines),False,"Das Bildungswesen (Allgemeines) beschäftigt sich mit der Struktur, Organisation und Entwicklung des gesamten Bildungssystems. Es umfasst Themen wie Bildungsziele, Lehrpläne, Schulformen, Bildungspolitik sowie die Rolle von Institutionen und Akteuren im Bildungsbereich. Es befasst sich auch mit Fragen der Bildungsgerechtigkeit, Qualitätssicherung und internationalen Vergleiche im Bildungswesen.","The subject of Education (General) deals with the structure, organization, and development of the entire education system. It encompasses topics such as educational goals, curricula, types of schools, education policy, and the role of institutions and stakeholders in the field of education. It also addresses issues of educational equity, quality assurance, and international comparisons in education."
6.2b,Geschichte des Bildungswesens,False,"Die 'Geschichte des Bildungswesens' ist ein Fachgebiet, das sich mit der Entwicklung und den Veränderungen von Bildungssystemen, -institutionen und -konzepten im historischen Kontext beschäftigt. Es untersucht, wie Bildung von der Antike bis zur Gegenwart organisiert, vermittelt und zugänglich gemacht wurde, und analysiert die sozialen, politischen und kulturellen Einflüsse auf die Bildungspolitik und -praxis. Dabei werden sowohl formale als auch informelle Bildungsprozesse betrachtet, um ein umfassendes Verständnis der Bildungsgeschichte zu schaffen.","The 'History of Education' is an academic discipline that focuses on the development and changes of educational systems, institutions, and concepts within a historical context. It explores how education has been organized, delivered, and made accessible from ancient times to the present day, analyzing the social, political, and cultural influences on educational policies and practices. Both formal and informal educational processes are examined to provide a comprehensive understanding of the history of education."
6.3a,Schule,False,"""Schule"" ist eine Bildungseinrichtung, in der Kinder, Jugendliche und manchmal auch Erwachsene unterrichtet werden. Sie vermittelt Wissen, Fähigkeiten und Werte in verschiedenen Fächern wie Mathematik, Deutsch, Naturwissenschaften und Sozialkunde. Die Schule hat das Ziel, Schüler auf das Leben vorzubereiten, ihre Persönlichkeit zu entwickeln und sie auf berufliche oder akademische Laufbahnen vorzubereiten.","""Schule"" (school) is an educational institution where children, adolescents, and sometimes adults are taught. It imparts knowledge, skills, and values in various subjects such as mathematics, language, science, and social studies. The goal of school is to prepare students for life, develop their personalities, and equip them for professional or academic careers."
